ts,tx_bytes,rx_bytes,np_cnp_sent,rp_cnp_handled,np_ecn_marked
1786143466,89591810438408,56021938867324,10408216,9642133,238034057
1786143468,89622455737768,56052268738712,10413383,9642206,238070155
1786143470,89653439176348,56082029098764,10417468,9642394,238101004
1786143472,89690336072452,56114633319696,10425640,9642856,238172075
1786143474,89726284231216,56150788521976,10438888,9643755,238304922
1786143476,89755390385180,56183514755604,10447785,9643804,238398661
1786143478,89784693741112,56212824368412,10450507,9643889,238428410
1786143480,89811923055200,56240606857688,10452342,9643889,238445301
1786143482,89840843095828,56267704010648,10455172,9643889,238475339
1786143484,89867002589356,56295706177672,10456378,9643889,238485543
1786143486,89894684847412,56321848780184,10456378,9643889,238485543
1786143488,89919685728080,56348665067120,10456378,9643889,238485543
1786143490,89945048733004,56373426264608,10456378,9643889,238485543
1786143492,89969391797928,56398058627048,10456378,9643889,238485543
1786143494,89993300231756,56422816377640,10456378,9643889,238485543
1786143496,90018307989724,56446441136916,10456378,9643889,238485543
1786143498,90045430787820,56472401784444,10456378,9643889,238485543
