#size	rtt
16777216	1631.191000
16777216	1488.511500
16777216	1488.008500
16777216	1488.317000
16777216	1489.284000
16777216	1486.048500
16777216	1488.534500
16777216	1489.170500
16777216	1486.121000
16777216	1489.334000
16777216	1488.217000
16777216	1487.659500
16777216	1487.341500
16777216	1485.741500
16777216	1486.510000
16777216	1485.827500
16777216	1487.091000
16777216	1485.500000
16777216	1487.086000
16777216	1486.867500
16777216	1486.719500
16777216	1487.511000
16777216	1486.708000
16777216	1488.045500
16777216	1484.713500
16777216	1485.404500
16777216	1487.301500
16777216	1484.820500
16777216	1487.217500
16777216	1486.219000
16777216	1485.958000
16777216	1484.701000
16777216	1485.637000
16777216	1485.653000
16777216	1485.137000
16777216	1485.888500
16777216	1488.521500
16777216	1487.281000
16777216	1486.837000
16777216	1486.480000
16777216	1485.988000
16777216	1487.176000
16777216	1485.477000
16777216	1487.686500
16777216	1486.028500
16777216	1486.836500
16777216	1487.899500
16777216	1485.314000
16777216	1486.548500
16777216	1485.368500
16777216	1485.478000
16777216	1485.951000
16777216	1486.903500
16777216	1485.761500
16777216	1485.118000
16777216	1486.735000
16777216	1486.240500
16777216	1485.899500
16777216	1485.990500
16777216	1487.550500
16777216	1487.564500
16777216	1486.751500
16777216	1487.843000
16777216	1487.629000
16777216	1486.678500
16777216	1487.862000
16777216	1487.785500
16777216	1486.935000
16777216	1487.121000
16777216	1486.203500
16777216	1487.175000
16777216	1485.337000
16777216	1487.176500
16777216	1486.049000
16777216	1487.018000
16777216	1487.695000
16777216	1485.677500
16777216	1485.477000
16777216	1486.209500
16777216	1486.773000
16777216	1485.182500
16777216	1486.423000
16777216	1486.678500
16777216	1486.556500
16777216	1485.923500
16777216	1485.134500
16777216	1486.592000
16777216	1487.176500
16777216	1486.910500
16777216	1486.425000
16777216	1485.960000
16777216	1485.336000
16777216	1485.185500
16777216	1487.054500
16777216	1485.970000
16777216	1487.228000
16777216	1487.112000
16777216	1485.400000
16777216	1486.619500
16777216	1485.618000
16777216	1488.641000
16777216	1484.607500
16777216	1486.489500
16777216	1485.363000
16777216	1486.824000
16777216	1486.989500
16777216	1487.351500
16777216	1486.345000
16777216	1486.034000
16777216	1487.688000
16777216	1487.606500
16777216	1486.312000
16777216	1487.092000
16777216	1487.131000
16777216	1485.451500
16777216	1485.985000
16777216	1489.716500
16777216	1486.843000
16777216	1487.868000
16777216	1486.888500
16777216	1487.948500
16777216	1486.490000
16777216	1486.465500
16777216	1484.900000
16777216	1487.343000
16777216	1486.470500
16777216	1487.066000
16777216	1488.792500
16777216	1486.547500
16777216	1486.285500
16777216	1485.921000
16777216	1485.506500
16777216	1485.742000
16777216	1482.848000
16777216	1487.640000
16777216	1487.546000
16777216	1486.523500
16777216	1487.226000
16777216	1487.905000
16777216	1486.120500
16777216	1486.076000
16777216	1488.433000
16777216	1486.806500
16777216	1487.369500
16777216	1486.737000
16777216	1486.356500
16777216	1485.722500
16777216	1486.635000
16777216	1484.965000
16777216	1486.645500
16777216	1485.460500
16777216	1486.235000
16777216	1485.522500
16777216	1485.353500
16777216	1486.068000
16777216	1486.965000
16777216	1487.052000
16777216	1486.797500
16777216	1486.832500
16777216	1485.426500
16777216	1487.640000
16777216	1485.349500
16777216	1487.029000
16777216	1486.556500
16777216	1485.065000
16777216	1485.363000
16777216	1487.049500
16777216	1487.530500
16777216	1485.516500
16777216	1485.537500
16777216	1485.121000
16777216	1487.065000
16777216	1486.501000
16777216	1486.409500
16777216	1488.110000
16777216	1487.282000
16777216	1486.265000
16777216	1486.021000
